"icao_code","iata_code","name","city","country","latitude","longitude","altitude","timezone","dst","type","source"
"DAAV","GJL","Jijel Ferhat Abbas Airport","Jijel","Algeria","36.7951011658","5.87361001968","36","1","N","airport","OurAirports"
"DAAY","MZW","Mecheria Airport","Mecheria","Algeria","33.535900116","-0.242353007197","3855","1","N","airport","OurAirports"
"DAAZ","\N","Relizane Airport","Relizane","Algeria","35.752201","0.626272","282","1","N","airport","OurAirports"
"DABB","AAE","Rabah Bitat Airport","Annaba","Algeria","36.822201","7.809174","16","1","N","airport","OurAirports"
"DABC","CZL","Mohamed Boudiaf International Airport","Constantine","Algeria","36.2760009765625","6.620389938354492","2265","1","N","airport","OurAirports"
"DABS","TEE","Cheikh Larbi Tébessi Airport","Tebessa","Algeria","35.4315986633","8.12071990967","2661","1","N","airport","OurAirports"
"DAFH","HRM","Hassi R'Mel Airport","Tilrempt","Algeria","32.93040084838867","3.311539888381958","2540","1","N","airport","OurAirports"
"DAOB","TID","Bou Chekif Airport","Tiaret","Algeria","35.3410987854","1.46315002441","3245","1","N","airport","OurAirports"
"DAOE","\N","Bou Sfer Airport","Bou Sfer","Algeria","35.73540115356445","-0.8053889870643616","187","1","N","airport","OurAirports"
"DAOF","TIN","Tindouf Airport","Tindouf","Algeria","27.7003993988","-8.167099952700001","1453","1","N","airport","OurAirports"
"DAOI","CFK","Ech Cheliff Airport","Ech-cheliff","Algeria","36.2126998901","1.33176994324","463","1","N","airport","OurAirports"
"DAOL","TAF","Tafaraoui Airport","Oran","Algeria","35.54240036010742","-0.5322780013084412","367","1","N","airport","OurAirports"
"DAON","TLM","Zenata – Messali El Hadj Airport","Tlemcen","Algeria","35.0167007446","-1.45000004768","814","1","N","airport","OurAirports"
"DAOO","ORN","Es Senia Airport","Oran","Algeria","35.6239013672","-0.6211829781529999","295","1","N","airport","OurAirports"
"DAOS","BFW","Sidi Bel Abbes Airport","Sidi Bel Abbes","Algeria","35.1717987061","-0.593275010586","1614","1","N","airport","OurAirports"
"DAOV","MUW","Ghriss Airport","Ghriss","Algeria","35.207698822021484","0.1471419930458068","1686","1","N","airport","OurAirports"
"DAUA","AZR","Touat Cheikh Sidi Mohamed Belkebir Airport","Adrar","Algeria","27.83760070800781","-0.1864140033721923","919","1","N","airport","OurAirports"
"DAUB","BSK","Biskra Airport","Biskra","Algeria","34.7933006287","5.73823022842","289","1","N","airport","OurAirports"
"DAUE","ELG","El Golea Airport","El Golea","Algeria","30.5713005065918","2.8595900535583496","1306","1","N","airport","OurAirports"
"DAUG","GHA","Noumérat - Moufdi Zakaria Airport","Ghardaia","Algeria","32.38410186767578","3.794110059738159","1512","1","N","airport","OurAirports"
"DAUH","HME","Oued Irara Airport","Hassi Messaoud","Algeria","31.6730003357","6.140439987180001","463","1","N","airport","OurAirports"
"DAUI","INZ","In Salah Airport","In Salah","Algeria","27.2509994507","2.51202011108","896","1","N","airport","OurAirports"
"DAUK","TGR","Touggourt Sidi Madhi Airport","Touggourt","Algeria","33.06779861450195","6.088669776916504","279","1","N","airport","OurAirports"
"DAUL","LOO","Laghouat Airport","Laghouat","Algeria","33.7644004822","2.92833995819","2510","1","N","airport","OurAirports"
"DAUT","TMX","Timimoun Airport","Timimoun","Algeria","29.2371006012","0.276033014059","1027","1","N","airport","OurAirports"
"DAUU","OGX","Ain el Beida Airport","Ouargla","Algeria","31.917200088500977","5.412779808044434","492","1","N","airport","OurAirports"
"DAUZ","IAM","In Aménas Airport","Zarzaitine","Algeria","28.0515","9.64291","1847","1","N","airport","OurAirports"
"DBBB","COO","Cadjehoun Airport","Cotonou","Benin","6.357230186462402","2.384350061416626","19","1","N","airport","OurAirports"
"DFFD","OUA","Ouagadougou Airport","Ouagadougou","Burkina Faso","12.3532","-1.51242","1037","0","N","airport","OurAirports"
"DFOO","BOY","Bobo Dioulasso Airport","Bobo-dioulasso","Burkina Faso","11.160099983215332","-4.33096981048584","1511","0","N","airport","OurAirports"
"DGAA","ACC","Kotoka International Airport","Accra","Ghana","5.605189800262451","-0.1667860001325607","205","0","N","airport","OurAirports"
"DGLE","TML","Tamale Airport","Tamale","Ghana","9.55718994140625","-0.8632140159606934","553","0","N","airport","OurAirports"
"DGLW","\N","Wa Airport","Wa","Ghana","10.0826997756958","-2.507689952850342","1060","0","N","airport","OurAirports"
"DGSN","NYI","Sunyani Airport","Sunyani","Ghana","7.361830234527588","-2.3287599086761475","1014","0","N","airport","OurAirports"
"DGTK","TKD","Takoradi Airport","Takoradi","Ghana","4.896059989929199","-1.7747600078582764","21","0","N","airport","OurAirports"
"DIAP","ABJ","Port Bouet Airport","Abidjan","Cote d'Ivoire","5.261390209197998","-3.9262900352478023","21","0","N","airport","OurAirports"
"DIBK","BYK","Bouaké Airport","Bouake","Cote d'Ivoire","7.738800048828125","-5.073669910430908","1230","0","N","airport","OurAirports"
"DIDL","DJO","Daloa Airport","Daloa","Cote d'Ivoire","6.792809963226318","-6.473189830780029","823","0","N","airport","OurAirports"
"DIKO","HGO","Korhogo Airport","Korhogo","Cote d'Ivoire","9.38718032837","-5.55666017532","1214","0","N","airport","OurAirports"
"DIMN","MJC","Man Airport","Man","Cote d'Ivoire","7.272069931030273","-7.58735990524292","1089","0","N","airport","OurAirports"
"DISP","SPY","San Pedro Airport","San Pedro","Cote d'Ivoire","4.746719837188721","-6.660820007324219","26","0","N","airport","OurAirports"
"DIYO","ASK","Yamoussoukro Airport","Yamoussoukro","Cote d'Ivoire","6.9031701088","-5.36558008194","699","0","N","airport","OurAirports"
"DNAA","ABV","Nnamdi Azikiwe International Airport","Abuja","Nigeria","9.006790161132812","7.263169765472412","1123","1","N","airport","OurAirports"
"DNAK","AKR","Akure Airport","Akure","Nigeria","7.246739864349365","5.3010101318359375","1100","1","N","airport","OurAirports"
"DNBE","BNI","Benin Airport","Benin","Nigeria","6.316979885101318","5.599500179290772","258","1","N","airport","OurAirports"
"DNCA","CBQ","Margaret Ekpo International Airport","Calabar","Nigeria","4.976019859313965","8.347200393676758","210","1","N","airport","OurAirports"
"DNEN","ENU","Akanu Ibiam International Airport","Enugu","Nigeria","6.474269866943359","7.561960220336914","466","1","N","airport","OurAirports"
"DNGU","\N","Gusau Airport","Gusau","Nigeria","12.1717","6.69611","1520","1","N","airport","OurAirports"
"DNIB","IBA","Ibadan Airport","Ibadan","Nigeria","7.362460136413574","3.97832989692688","725","1","N","airport","OurAirports"
"DNIL","ILR","Ilorin International Airport","Ilorin","Nigeria","8.440210342407227","4.493919849395752","1126","1","N","airport","OurAirports"
"DNJO","JOS","Yakubu Gowon Airport","Jos","Nigeria","9.639829635620115","8.869050025939941","4232","1","N","airport","OurAirports"
"DNKA","KAD","Kaduna Airport","Kaduna","Nigeria","10.696000099182127","7.320109844207764","2073","1","N","airport","OurAirports"
"DNKN","KAN","Mallam Aminu International Airport","Kano","Nigeria","12.0476","8.52462","1562","1","N","airport","OurAirports"
"DNMA","MIU","Maiduguri International Airport","Maiduguri","Nigeria","11.855299949645996","13.080900192260742","1099","1","N","airport","OurAirports"
"DNMK","MDI","Makurdi Airport","Makurdi","Nigeria","7.70388","8.61394","371","1","N","airport","OurAirports"
"DNMM","LOS","Murtala Muhammed International Airport","Lagos","Nigeria","6.5773701667785645","3.321160078048706","135","1","N","airport","OurAirports"
"DNMN","MXJ","Minna Airport","Minna","Nigeria","9.652170181274414","6.462259769439697","834","1","N","airport","OurAirports"
"DNPO","PHC","Port Harcourt International Airport","Port Hartcourt","Nigeria","5.0154900550842285","6.94959020614624","87","1","N","airport","OurAirports"
"DNSO","SKO","Sadiq Abubakar III International Airport","Sokoto","Nigeria","12.916299819946287","5.207190036773682","1010","1","N","airport","OurAirports"
"DNYO","YOL","Yola Airport","Yola","Nigeria","9.257550239562988","12.430399894714355","599","1","N","airport","OurAirports"
"DNZA","ZAR","Zaria Airport","Zaria","Nigeria","11.1302","7.68581","2170","1","N","airport","OurAirports"
"DRRM","MFQ","Maradi Airport","Maradi","Niger","13.5024995803833","7.1267499923706055","1240","1","N","airport","OurAirports"
"DRRN","NIM","Diori Hamani International Airport","Niamey","Niger","13.4815","2.18361","732","1","N","airport","OurAirports"
"DRRT","THZ","Tahoua Airport","Tahoua","Niger","14.875699996948242","5.265359878540039","1266","1","N","airport","OurAirports"
"DRZA","AJY","Mano Dayak International Airport","Agadez","Niger","16.965999603271484","8.000109672546387","1657","1","N","airport","OurAirports"
"DRZD","\N","Dirkou Airport","Dirkou","Niger","18.968700408935547","12.86870002746582","1273","1","N","airport","OurAirports"
"DRZF","\N","Diffa Airport","Diffa","Niger","13.372900009155272","12.626700401306152","994","1","N","airport","OurAirports"
"DRZR","ZND","Zinder Airport","Zinder","Niger","13.779000282287598","8.983759880065918","1516","1","N","airport","OurAirports"
"DTMB","MIR","Monastir Habib Bourguiba International Airport","Monastir","Tunisia","35.75809860229492","10.75469970703125","9","1","E","airport","OurAirports"
"DTTA","TUN","Tunis Carthage International Airport","Tunis","Tunisia","36.85100173950195","10.22719955444336","22","1","E","airport","OurAirports"
"DTTB","\N","Sidi Ahmed Air Base","Bizerte","Tunisia","37.245398","9.79145","20","1","E","airport","OurAirports"
"DTTD","\N","Remada Air Base","Remada","Tunisia","32.30619812011719","10.382100105285645","1004","1","E","airport","OurAirports"
"DTTF","GAF","Gafsa Ksar International Airport","Gafsa","Tunisia","34.422000885009766","8.822500228881836","1060","1","E","airport","OurAirports"
"DTTG","GAE","Gabès Matmata International Airport","Gabes","Tunisia","33.87689971923828","10.103300094604492","26","1","E","airport","OurAirports"
"DTTI","\N","Borj El Amri Airport","Bordj El Amri","Tunisia","36.72129821777344","9.94314956665039","110","1","E","airport","OurAirports"
"DTTJ","DJE","Djerba Zarzis International Airport","Djerba","Tunisia","33.875","10.775500297546388","19","1","E","airport","OurAirports"
"DTTR","EBM","El Borma Airport","El Borma","Tunisia","31.70429992675781","9.254619598388672","827","1","E","airport","OurAirports"
"DTTX","SFA","Sfax Thyna International Airport","Sfax","Tunisia","34.71799850463867","10.690999984741213","85","1","E","airport","OurAirports"
"DTTZ","TOE","Tozeur Nefta International Airport","Tozeur","Tunisia","33.939701080322266","8.110560417175293","287","1","E","airport","OurAirports"
"DXNG","LRL","Niamtougou International Airport","Niatougou","Togo","9.767330169677734","1.091249942779541","1515","0","N","airport","OurAirports"
"DXXX","LFW","Lomé-Tokoin Airport","Lome","Togo","6.165609836578369","1.2545100450515747","72","0","N","airport","OurAirports"
"EBAW","ANR","Antwerp International Airport (Deurne)","Antwerp","Belgium","51.1893997192","4.46027994156","39","1","E","airport","OurAirports"
"EBBE","\N","Beauvechain Air Base","Beauvechain","Belgium","50.75859832763672","4.768330097198486","370","1","E","airport","OurAirports"
"EBBL","\N","Kleine Brogel Air Base","Kleine Brogel","Belgium","51.168301","5.47","200","1","E","airport","OurAirports"
"EBBR","BRU","Brussels Airport","Brussels","Belgium","50.9014015198","4.48443984985","184","1","E","airport","OurAirports"
"EBBX","\N","Jehonville Air Base","Bertrix","Belgium","49.891700744628906","5.223889827728272","1514","1","E","airport","OurAirports"
"EBCI","CRL","Brussels South Charleroi Airport","Charleroi","Belgium","50.459202","4.45382","614","1","E","airport","OurAirports"
"EBCV","\N","Chièvres Air Base","Chievres","Belgium","50.575801849365234","3.8310000896453857","194","1","E","airport","OurAirports"
"EBFN","\N","Koksijde Air Base","Koksijde","Belgium","51.09030151367188","2.652780055999756","20","1","E","airport","OurAirports"
"EBFS","\N","Florennes Air Base","Florennes","Belgium","50.2433013916","4.64583015442","935","1","E","airport","OurAirports"
"EBKT","KJK","Wevelgem Airport","Kortrijk-vevelgem","Belgium","50.817199707","3.20472002029","64","1","E","airport","OurAirports"
"EBLG","LGG","Liège Airport","Liege","Belgium","50.63740158081055","5.443220138549805","659","1","E","airport","OurAirports"
"EBOS","OST","Ostend-Bruges International Airport","Ostend","Belgium","51.1988983154","2.8622200489","13","1","E","airport","OurAirports"
"EBSL","\N","Zutendaal Air Base","Zutendaal","Belgium","50.9474983215332","5.590559959411621","312","1","E","airport","OurAirports"
"EBST","\N","Brustem Airfield Sint Truiden","Sint-truiden","Belgium","50.791901","5.20167","246","1","E","airport","OurAirports"
"EBSU","\N","Saint Hubert Air Base","St.-hubert","Belgium","50.034400939941406","5.440810203552246","1930","1","E","airport","OurAirports"
"EBUL","\N","Ursel Air Base","Ursel","Belgium","51.14419937133789","3.475559949874878","95","1","E","airport","OurAirports"
"EBWE","\N","Weelde Air Base","Weelde","Belgium","51.394798278808594","4.9601898193359375","105","1","E","airport","OurAirports"
"EBZR","OBL","Zoersel (Oostmalle) Airfield","Zoersel","Belgium","51.264702","4.75333","53","1","E","airport","OurAirports"
"EDAB","\N","Flugplatz Bautzen","Bautzen","Germany","51.193611","14.519722","568","1","E","airport","OurAirports"
"EDAC","AOC","Altenburg-Nobitz Airport","Altenburg","Germany","50.981945","12.506389","640","1","E","airport","OurAirports"
"EDAD","\N","Dessau Airfield","Dessau","Germany","51.831694","12.190962","187","1","E","airport","OurAirports"
"EDAE","\N","Eisenhüttenstadt Airfield","Eisenhuettenstadt","Germany","52.195856","14.58753","144","1","E","airport","OurAirports"
"EDAK","\N","Großenhain Airport","Suhl","Germany","51.30805587768555","13.555556297302246","417","1","E","airport","OurAirports"
"EDAM","\N","Merseburg Airport","Muehlhausen","Germany","51.3630556","11.9408333","341","1","E","airport","OurAirports"
"EDAQ","\N","Halle-Oppin Airport","Halle","Germany","51.552223","12.053889","348","1","E","airport","OurAirports"
"EDAU","IES","Riesa-Göhlis Airport","Riesa","Germany","51.2936096191","13.3561105728","322","1","E","airport","OurAirports"
"EDAX","REB","Rechlin-Lärz Airport","Rechlin-laerz","Germany","53.306388855","12.7522220612","220","1","E","airport","OurAirports"
"EDAY","\N","Strausberg Airport","Strausberg","Germany","52.5805549621582","13.916666984558104","262","1","E","airport","OurAirports"
"EDAZ","QXH","Schönhagen Airport","Schoenhagen","Germany","52.203609","13.156389","152","1","E","airport","OurAirports"
"EDBH","BBH","Barth Airport","Barth","Germany","54.338253","12.710515","23","1","E","airport","OurAirports"
"EDBJ","\N","Jena-Schöngleina Airfield","Jena","Germany","50.915279","11.714444","1247","1","E","airport","OurAirports"
"EDBK","\N","Kyritz Airport","Kyritz","Germany","52.918888092041016","12.425277709960938","131","1","E","airport","OurAirports"
"EDBM","ZMG","Magdeburg ""City"" Airport","Magdeburg","Germany","52.073612","11.626389","259","1","E","airport","OurAirports"
"EDBR","\N","Rothenburg/Görlitz Airport","Rothenburg/ol","Germany","51.36333465576172","14.949999809265137","518","1","E","airport","OurAirports"
"EDCA","\N","Anklam Airfield","Anklam","Germany","53.832779","13.668611","16","1","E","airport","OurAirports"
"EDCD","CBU","Cottbus-Drewitz Airport","Cottbus","Germany","51.889442","14.531944","272","1","E","airport","OurAirports"
"EDCM","\N","Kamenz Airport","Kamenz","Germany","51.29694366455078","14.1274995803833","495","1","E","airport","OurAirports"
"EDDB","SXF","Berlin-Schönefeld Airport","Berlin","Germany","52.380001","13.5225","157","1","E","airport","OurAirports"
"EDDC","DRS","Dresden Airport","Dresden","Germany","51.1328010559082","13.767200469970703","755","1","E","airport","OurAirports"
"EDDE","ERF","Erfurt Airport","Erfurt","Germany","50.97980117797852","10.958100318908691","1036","1","E","airport","OurAirports"
"EDDF","FRA","Frankfurt am Main Airport","Frankfurt","Germany","50.033333","8.570556","364","1","E","airport","OurAirports"
